mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mel_spec_mean,mel_spec_std,mel_spec_max,mel_spec_min,spectral_contrast_mean,spectral_contrast_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,zcr_mean,zcr_std,energy,energy_normalized,rms_energy,chroma_mean,chroma_std,onset_mean,onset_std,onset_max,label,filename
-360.9309,193.80682,55.98751,52.744022,-20.853563,31.852753,15.432609,27.93245,-3.609606,18.561125,-6.2003903,12.738081,-8.848876,13.998639,-22.066324,19.912268,-14.015593,13.542449,-11.098357,15.627499,-14.855752,12.660009,-6.6199975,8.849916,-15.368571,14.607906,-53.875988,20.337715,0.0,-80.0,20.974684083382943,7.346986672438706,1820.1397418737567,1118.6644505286265,3427.908761160714,1989.0947980542796,0.15155247279575892,0.12212439835538548,179.8781,0.001573076,0.039662022,0.34468538,0.33174887,1.6043842,1.964472,14.105676,1,phishing_9_time_stretch_slow.wav
-288.6363,163.81718,73.50089,59.635895,-19.930101,38.688915,25.560448,35.98436,-2.5974457,19.837288,-9.833483,18.950325,-6.3861322,15.398649,-22.665722,19.329514,-10.949821,14.888343,-10.449871,12.604463,-17.423582,12.287253,-1.7255468,11.476217,-14.849096,13.650659,-52.163395,19.257301,0.0,-80.0,21.553638311958245,7.938963571153329,1635.2136224259582,1124.5453866303128,2998.8839285714284,1910.4980020383196,0.12062041613520408,0.12336228278912124,467.75198,0.004685016,0.06844717,0.3490688,0.32544193,2.6707246,3.161263,22.592287,1,phishing_31_original.wav
-339.01776,184.98251,50.57685,51.128716,-12.301002,32.53893,20.282133,30.976923,-1.9629534,13.245611,-6.627537,15.242325,-14.971512,16.425526,-18.55631,16.951988,-11.132312,11.740292,-8.045204,12.368156,-16.281366,13.0394335,-9.105636,10.15837,-12.137903,13.47242,-55.169823,19.441841,0.0,-80.0,20.94481998001206,7.320341667447908,1955.6995196885223,1175.9376227117218,3607.7282475490197,2057.492588015194,0.1653765510110294,0.12442940809993638,189.51915,0.001821774,0.042682245,0.35473198,0.3299239,1.755564,2.4725816,18.808361,1,phishing_8_time_stretch_fast.wav
-341.68085,177.25778,56.41776,50.904354,-14.921827,31.57898,18.427431,30.368286,-3.1756077,16.700916,-2.79024,14.227261,-10.631249,14.262655,-18.425676,18.3197,-8.874521,11.174719,-10.034435,12.922089,-13.320518,11.504396,-4.980731,7.875959,-11.711309,12.653692,-56.71301,18.913467,0.0,-80.0,21.47983584143041,6.813295146573802,1802.25835671244,1122.01181944411,3432.761863425926,2010.4569734248246,0.1544867621527778,0.1209079284418057,212.91493,0.0019341485,0.043978956,0.3520632,0.32884908,1.5163267,1.9221448,13.684341,1,phishing_40_time_stretch_slow.wav
-353.07724,181.05327,61.4042,55.972183,-19.91209,27.986622,25.620474,31.707863,-13.28246,30.247318,4.629351,20.827059,-12.678398,16.021145,-4.532167,9.711051,-26.541124,20.382593,2.5530117,9.400013,-22.66185,17.210098,-2.6342757,6.962993,-20.762226,15.986793,-55.514538,19.911747,0.0,-80.0,21.231560463663683,8.004090298576903,1866.8698181947452,1110.5114935983781,3499.3793808411215,1920.5042851156875,0.15809360397196262,0.12269165589709315,181.14117,0.001660977,0.040755086,0.3685098,0.33019504,1.5074447,1.9144087,11.074096,1,phishing_29_pitch_down.wav
-282.89496,150.40648,65.60207,60.63418,-12.433027,34.23034,21.870998,37.31458,-6.950863,23.573011,-3.2438452,17.3988,-5.802711,15.358696,-21.974047,17.610325,-11.57046,12.914797,-12.280679,13.432926,-17.06384,12.869705,-1.8034924,11.11399,-16.568476,13.291905,-52.990532,18.071587,0.0,-80.0,21.911765052120707,7.890036591307823,1775.713750041246,1187.4082157598548,3315.1180186170213,2043.7800712429091,0.14231840093085107,0.12150397845434813,460.7971,0.0047999695,0.06928181,0.33008966,0.32829887,2.5331967,2.5877018,15.469157,1,phishing_6_original.wav
-350.2123,182.18088,65.09533,55.516518,-22.781965,32.157993,29.100302,32.028366,-5.018995,17.091942,6.551505,18.0529,-17.02393,17.810825,-7.206687,11.76304,-23.977678,19.892355,3.6110675,9.842349,-20.335161,16.699896,-2.441702,9.032523,-19.950867,14.88114,-55.407585,19.999037,0.0,-80.0,21.280311636912813,7.653254882373159,1766.129771473233,1076.450604914596,3263.9508928571427,1880.1145797445306,0.14923095703125,0.11566981557265398,204.13538,0.0017838855,0.042236067,0.3669371,0.3318161,1.5943466,2.1425548,15.440193,1,phishing_8_pitch_down.wav
-297.61258,168.83209,59.461323,55.24395,-11.713069,36.323204,24.350843,35.473606,-4.181527,20.017984,-6.555569,18.448364,-7.15833,14.71788,-21.437693,19.912428,-12.053599,13.198857,-11.064065,13.43173,-15.383323,12.279356,-5.498815,12.65307,-14.024242,12.298034,-53.457993,18.943388,0.0,-80.0,21.159002025214345,7.979398493043466,1828.1621741947183,1187.1438969966669,3402.247807017544,2038.6308005226178,0.13737493146929824,0.12365593099820196,626.8849,0.004307392,0.06563073,0.34185147,0.32937798,2.52178,3.0423677,22.15064,1,phishing_1_original.wav
-334.66183,197.0549,68.9961,56.085766,-26.24263,42.165825,18.413372,29.800364,1.6890092,17.897795,-10.790339,17.95211,-12.976956,16.94111,-25.534168,19.063898,-9.461928,11.618596,-10.060519,14.933559,-16.358631,12.084131,-4.7894006,12.643658,-15.710857,14.453359,-48.07495,21.286873,0.0,-80.0,21.363138342029263,7.482246802180858,1796.9932410426395,1129.143125113132,3215.20662568306,1925.9114500517828,0.1581390881147541,0.12674052130231636,144.1435,0.001542615,0.039276138,0.3762423,0.31928813,1.8117939,2.2755547,14.082566,1,phishing_26_time_stretch_slow.wav
-316.74564,174.30492,60.870613,48.43548,-13.065507,33.253677,23.971798,34.40857,-3.8853655,19.654898,-6.6658435,16.3982,-10.6448765,15.478269,-21.734468,17.862572,-13.079197,11.849857,-11.800226,12.604694,-16.02455,11.264494,-6.3436966,11.932669,-14.002352,12.208229,-50.950775,19.097626,0.0,-80.0,22.015755890377925,7.200724141019465,1849.3902909040137,1000.8936704316363,3548.4572784810125,1819.306906560173,0.1443427363528481,0.104314088958374,299.4168,0.0018515893,0.043030098,0.3485008,0.32535663,1.5992043,1.7092602,12.986186,1,phishing_1_time_stretch_slow.wav
-345.29596,192.05872,45.32781,44.787704,-14.168857,28.549221,18.71835,28.025055,-3.0112855,15.015282,-5.667568,13.44594,-17.609852,16.399574,-15.985404,16.285624,-11.582705,13.440732,-9.100869,14.502798,-14.628455,11.987655,-9.273272,10.627326,-11.8436775,13.795568,-53.81342,19.659601,0.0,-80.0,20.745955069996,7.278040068888398,2030.5257096836829,1097.4477409564204,3866.722972972973,1959.8484231035573,0.1657516891891892,0.11641837417425546,140.40036,0.00148958,0.038595077,0.3565076,0.32786214,1.683776,2.2400806,19.103582,1,phishing_27_time_stretch_fast.wav
-347.3167,194.4766,80.44975,60.75292,-28.91935,34.657467,24.981878,32.362373,-10.971637,21.12867,5.7469563,16.112394,-14.713861,19.83745,-5.1381083,14.267982,-22.406841,17.615381,4.276741,11.175253,-23.02979,16.87047,2.3605044,8.736054,-18.504229,13.406302,-51.948128,21.471973,0.0,-80.0,20.758514720563493,8.056004783910952,1671.3510485504446,1006.1292620755604,3118.082323788546,1853.2765693096273,0.1394204295154185,0.10216337232444192,197.54047,0.0017033903,0.04127215,0.39330903,0.33010274,1.5567333,1.881277,12.177587,1,phishing_21_pitch_down.wav
-360.14832,181.229,75.55312,57.79575,-24.040005,31.475386,19.005882,25.475502,-11.07952,22.153318,2.7842832,15.582257,-6.1328845,18.09177,-4.926588,14.438962,-25.012257,19.75168,0.49200353,10.901221,-24.962868,20.066702,-1.906351,8.122717,-18.225662,14.913944,-56.036446,20.14,0.0,-80.0,21.271970362667677,7.764382944644785,1602.848165257374,1015.9405447358839,3106.361040609137,1819.22574094627,0.12738935596446702,0.10422772578767622,169.9271,0.001688985,0.041097265,0.37978363,0.3343057,1.5126274,2.0107932,15.751136,1,phishing_34_pitch_down.wav
-305.9566,173.80617,78.32432,51.9336,-23.095007,35.60029,24.283386,31.880222,-3.70223,17.347807,-10.626672,16.635553,-10.142631,15.199297,-23.57368,17.456408,-11.732848,14.220353,-9.968031,10.89979,-16.766832,11.138475,-2.037035,12.106924,-15.840092,13.784605,-47.625214,19.727512,0.0,-80.0,21.85153605847047,6.941398954322187,1645.051738867801,926.315155377013,3109.462780898876,1707.348746033682,0.132080078125,0.09375200376619487,162.5483,0.0017908895,0.042318903,0.3584231,0.31256175,1.8686135,2.2863967,18.12328,1,phishing_31_time_stretch_fast.wav
-324.24448,175.34636,52.87289,56.705593,-14.304302,34.80541,18.736889,31.98551,-3.5498178,18.053284,-2.7018065,15.35162,-7.5878053,13.454984,-17.373442,19.082365,-8.253414,12.443142,-10.2313175,13.738178,-12.592987,11.625746,-3.4806252,8.333516,-11.052835,12.899807,-58.03298,18.905281,0.0,-80.0,20.320336513718182,7.760768909260312,1790.8649531002193,1294.0704228070667,3330.299613402062,2254.544659601092,0.14939141027706185,0.1336146506268414,436.23868,0.00440316,0.06635631,0.33871058,0.33112353,2.265132,3.0199413,16.697254,1,phishing_40_original.wav
-313.40283,181.53319,52.65749,58.556454,-11.81469,36.826878,20.30432,35.602974,-5.6143064,22.733063,-3.8571937,15.609041,-6.760787,14.401114,-18.061884,17.154093,-9.3386965,11.838033,-9.792837,13.573119,-15.3596525,12.817146,-3.9715235,9.50411,-13.417198,13.510502,-54.419662,19.632898,0.0,-80.0,21.014566172913238,7.952538668774651,1836.1843738661044,1280.2346689838178,3413.9283798283263,2194.738770821539,0.14701666443133046,0.12850884582910255,514.06354,0.00431841,0.06571461,0.33431065,0.3296623,2.4424105,2.9695015,20.072886,1,phishing_15_original.wav
-323.54337,184.63515,54.951744,45.16891,-20.383572,33.98517,9.373444,32.94541,-11.206379,18.37315,-10.203275,16.221525,-20.206696,17.95991,-19.009861,17.845877,-7.675637,11.52591,-13.171681,11.951759,-14.937498,11.910235,-9.30003,9.005462,-8.625683,11.344608,-51.6963,19.682749,0.0,-80.0,21.65961860796848,6.942616146618937,1868.4436612044358,1031.9405573360475,3508.6103723404253,1882.1535985194396,0.15719124002659574,0.11147206384625102,235.41928,0.001958677,0.044256944,0.34947267,0.3267354,1.7259508,2.2751908,19.245512,1,phishing_39_pitch_up.wav
-336.37433,186.83676,54.399117,56.06805,-11.405563,38.868473,18.80738,36.00194,-3.1905892,22.13949,-5.932393,19.148575,-10.108901,15.199787,-20.598677,19.200274,-9.176712,14.692085,-8.588138,13.3096485,-16.908796,13.680853,-6.893111,11.452035,-12.103738,12.86294,-56.464005,20.087797,0.0,-80.0,20.40137220747328,7.938132235575782,1775.9223834353847,1284.2673098445096,3261.7000598086124,2197.4302710312345,0.13933070424641147,0.13386992729337324,472.3941,0.004425113,0.066521525,0.3236854,0.32708293,2.5296228,3.5725405,19.372128,1,phishing_12_original.wav
-343.10132,182.3018,53.10232,54.66645,-11.697835,33.023396,19.370317,30.669582,-2.214607,16.925581,-4.501764,13.735926,-8.119281,16.82404,-20.253819,17.72221,-11.580417,11.950007,-11.275831,13.752526,-15.7672415,12.436455,-6.7291727,8.194641,-13.970341,13.904659,-53.99318,19.42535,0.0,-80.0,21.573842327286304,7.253665154375149,1894.1974083966868,1201.831940811865,3500.1600922131147,2082.1296396610337,0.15873543160860656,0.13465572711951604,225.1076,0.0018068161,0.042506658,0.33467662,0.33069247,1.5794468,1.8823014,14.120477,1,phishing_30_time_stretch_slow.wav
-328.59106,207.551,60.912357,59.50074,-17.705875,40.79248,16.968569,34.807037,-5.9177785,18.228725,-5.7339325,16.408709,-8.570511,16.428904,-16.975338,18.72118,-8.285086,12.133683,-8.834084,14.517988,-14.403974,11.903384,-3.0562274,10.28023,-14.337915,14.361985,-51.338562,21.73235,0.0,-80.0,19.639279651544925,8.135631517933222,1801.4466311223134,1264.1570804455878,3246.145374449339,2190.1902375132686,0.14778574132709252,0.1314585490488066,441.50253,0.0038070737,0.061701488,0.35280284,0.32541853,2.4922924,3.1545694,17.14887,1,phishing_21_original.wav
-342.99872,181.66415,46.097813,52.308098,-10.110541,31.050388,15.164039,34.49278,-8.069422,25.593725,-5.11789,15.3782625,-9.0594425,15.533467,-20.001999,16.376734,-13.278529,12.204242,-8.621474,13.147543,-17.456366,13.283778,-8.410148,11.052166,-13.603555,14.402777,-55.452656,19.262226,0.0,-80.0,21.75207153073142,7.520093145279746,2026.7052453887568,1219.5765974282003,3780.887394514768,2099.5728950044163,0.17604702333860758,0.13470488887190488,208.08011,0.001717201,0.041439123,0.35836267,0.33235687,1.5652697,2.0081215,12.45384,1,phishing_29_time_stretch_slow.wav
-336.83173,190.46144,51.462517,49.784172,-15.878989,35.58103,14.757426,29.694695,-1.1826653,17.799795,-8.238518,14.275424,-12.38618,17.383696,-20.954056,19.906607,-12.620804,13.60052,-6.623553,12.194582,-14.908105,10.977093,-8.326764,11.28802,-13.775891,14.808403,-55.07541,19.889292,0.0,-80.0,20.71767265616144,7.4240237251012715,1986.1583470714734,1147.115279011483,3721.196771978022,2081.117578993771,0.1702894273695055,0.1235353358513183,184.52612,0.0019871646,0.044577625,0.37210038,0.32328263,1.667288,2.1141763,12.653224,1,phishing_28_time_stretch_fast.wav
-315.1392,186.75594,66.98128,61.645477,-23.22879,45.040676,18.225193,33.82966,0.8122723,19.85517,-9.788468,19.126728,-9.637854,16.367447,-24.104347,20.51834,-8.420462,13.1261215,-9.72902,15.684957,-15.107205,12.64995,-4.2390585,12.191161,-14.824602,14.713891,-52.22475,20.700132,0.0,-80.0,20.84065121023276,7.9739341312356355,1780.471546804908,1243.4638011087518,3150.1420454545455,2059.0419301329507,0.13915423768939394,0.12656130335682042,308.68787,0.0036706168,0.060585614,0.36244315,0.31620303,2.7666554,3.4821458,21.794106,1,phishing_26_original.wav
-328.80844,202.58647,58.365685,46.16629,-28.192112,36.672478,12.318934,33.188232,-13.879042,15.867263,-6.615749,16.716312,-18.738386,16.020817,-18.432133,18.512587,-6.051405,11.155975,-14.077533,12.785039,-9.036784,11.694235,-10.842645,10.08283,-10.650143,9.549643,-49.765266,21.211403,0.0,-80.0,21.51649113919704,7.299141422230589,1848.3784772849633,1021.9475012007213,3434.7288995726494,1808.3591665205893,0.15654630742521367,0.10972822222118096,241.62486,0.0020232352,0.044980388,0.3637469,0.32302606,1.7091974,2.3680124,21.059635,1,phishing_18_pitch_up.wav
-353.4441,204.03044,48.337364,61.964615,-14.170557,36.341087,20.668352,34.586258,-2.0414715,18.107716,-6.971504,17.549303,-8.825689,16.777884,-17.745869,21.402697,-10.588298,14.124887,-10.76235,14.230127,-15.985201,13.473164,-3.8905957,10.049177,-11.537557,13.260953,-53.675396,21.213154,0.0,-80.0,19.760548703636875,7.959747617790903,1963.674798591011,1370.3799076358753,3497.3011363636365,2260.4131462733308,0.16331454190340908,0.14223729947752892,338.27383,0.0030168274,0.054925654,0.34282702,0.32525834,2.561732,3.514223,23.60248,1,phishing_33_original.wav
-334.0981,175.16075,70.411224,56.057667,-22.249651,30.166527,28.105253,33.57462,-10.155436,23.541399,6.9768476,17.633373,-13.0647545,16.51256,-4.861021,10.78341,-22.754107,17.642612,3.4769506,10.294795,-23.43533,16.276283,0.60229146,7.141624,-18.68185,13.241531,-54.13849,19.69016,0.0,-80.0,21.454307261655465,7.900181076913369,1740.9981473604837,1033.4174059097088,3298.1491416309013,1824.9423063557083,0.14119710635729613,0.1086409246058865,232.29674,0.0019514175,0.044174854,0.3809761,0.32794327,1.5470544,1.7465395,11.910136,1,phishing_15_pitch_down.wav
-346.39896,196.09914,52.21497,55.6277,-14.258122,34.49327,6.510293,24.037176,-6.77346,22.558334,0.98747855,13.922295,-12.991506,17.476496,-20.991762,18.44899,-11.914548,13.3666935,-8.472424,14.341515,-15.32037,12.260997,-6.9769073,10.753837,-13.213543,14.482502,-52.82875,20.44102,0.0,-80.0,21.18626786502741,7.859909274069541,2011.406379101139,1245.707569382994,3715.3679653679656,2116.458534183663,0.17760543492965367,0.13969041428709125,211.3018,0.0017878448,0.042282913,0.35812226,0.32701817,1.6015624,2.040866,17.929808,1,phishing_13_time_stretch_slow.wav
-347.50116,191.92758,58.674744,49.737453,-16.032995,33.719856,19.281338,34.582573,-2.038052,21.033876,-5.562302,16.813936,-14.063351,16.039734,-22.16623,17.549006,-10.583452,13.779883,-9.23352,12.460668,-16.994225,12.821336,-7.654236,11.221963,-12.209094,12.5184145,-53.763878,20.33838,0.0,-80.0,21.340581583768344,7.171890744968448,1788.1747829466767,1073.7248589745918,3403.5361842105262,1946.9851745897506,0.14730931332236843,0.11103907928619439,207.30524,0.0021361103,0.046218075,0.33950886,0.33464235,1.8069324,2.433432,18.112581,1,phishing_12_time_stretch_fast.wav
-336.48926,184.11049,59.501297,58.78814,-14.388519,34.272278,11.432618,28.703867,-6.6818137,22.78218,-4.2317033,15.8827305,-3.6855285,16.017109,-21.811026,20.636194,-12.2470045,15.587794,-9.931334,15.867299,-17.20305,14.491406,-6.2898536,10.138977,-15.306073,14.239969,-56.7698,19.883419,0.0,-80.0,20.522917707943133,8.005373556472527,1695.6725247125476,1238.066528723143,3228.664340101523,2225.119599730531,0.14369100967639595,0.1381800844698904,408.6095,0.0040613613,0.06372881,0.34166148,0.33485427,2.2943892,3.1390219,25.11288,1,phishing_34_original.wav
-301.66833,170.81758,66.91583,53.198517,-20.868698,35.906696,21.19836,36.497986,-12.1973505,23.628859,-7.266768,15.251208,-6.566634,14.694548,-18.999472,17.198841,-8.572467,12.396202,-7.6946735,13.828186,-15.979944,12.898677,-2.6250222,9.494849,-15.176726,14.213522,-55.266136,19.298893,0.0,-80.0,21.177326927706236,7.655121918328622,1630.4521397941774,1066.1259491702422,3093.8445060483873,1903.846647544019,0.11444485572076613,0.10529766818192722,602.0522,0.004751043,0.06892781,0.33100444,0.32866824,2.510689,3.3101227,22.616879,1,phishing_3_original.wav
-344.46277,187.68056,41.543682,47.47045,-9.946671,31.782206,12.14606,37.631657,-13.50716,21.20036,-7.167942,14.192892,-17.212156,18.7148,-21.78669,18.576458,-9.773948,11.890847,-15.199921,13.671251,-13.769864,12.183463,-9.061993,9.217465,-6.678037,11.251478,-54.584652,19.620388,0.0,-80.0,21.466910986839554,7.282945392423022,2102.8015289811547,1186.9573927908048,3931.220794392523,2023.9338609402978,0.17988600686331777,0.13052084556233814,166.05489,0.001522643,0.03902106,0.35532373,0.33333048,1.6523991,2.20801,14.796887,1,phishing_29_pitch_up.wav
-352.53784,186.0835,53.962578,54.748135,-20.464552,31.719,13.700088,24.665373,0.11570538,13.573488,-6.2346606,14.624378,-13.20874,14.112185,-21.268547,21.827358,-8.569572,11.543961,-10.391887,13.593388,-14.152874,12.259038,-5.062755,9.350507,-11.930576,14.686421,-56.447792,19.58334,0.0,-80.0,20.89626982254594,7.115463113359855,1898.1602614097308,1250.3494878445526,3462.9289215686276,2120.1763907763557,0.17037664675245098,0.14833757971919012,210.53696,0.0020222936,0.04496992,0.35978284,0.32996598,1.5070605,1.9825822,13.760652,1,phishing_37_time_stretch_slow.wav
-324.7672,193.5486,47.949963,56.92276,-13.2873535,38.981552,15.626318,28.502657,-2.19846,14.648713,-4.3711467,16.070059,-9.432565,17.764915,-19.3442,18.500433,-11.297111,12.661193,-6.4692492,14.005336,-17.151917,13.86531,-8.7547,11.916016,-13.966038,14.885068,-54.32026,20.253557,0.0,-80.0,20.159816312124565,7.971427963000178,1963.173553012505,1392.923340234344,3521.1292613636365,2314.9262046147596,0.1684326171875,0.15350160889944456,423.70264,0.003778707,0.061471187,0.3349338,0.3261025,2.5051463,3.4202418,18.815365,1,phishing_4_original.wav
-354.08365,197.244,57.543255,53.373146,-14.6366,37.71474,15.860927,32.649693,-4.110806,18.111933,-4.49153,14.474763,-9.632515,13.784935,-17.744617,18.926563,-13.224434,13.35214,-8.694041,12.487495,-13.641904,10.98988,-6.7439895,11.65904,-14.226817,13.013175,-53.32837,20.579145,0.0,-80.0,20.53447798021992,7.137447817857082,1925.2557423182418,1178.5626446426304,3570.5658783783783,2086.4464726475453,0.15895798141891893,0.12588099713796097,146.69861,0.0015506432,0.039378207,0.3781306,0.32840624,1.6752404,2.2628922,14.083328,1,phishing_36_time_stretch_fast.wav
-301.47052,153.25719,66.39244,55.073994,-13.491753,31.521416,20.661072,34.74841,-7.4388447,20.92989,-3.1082165,15.523872,-8.702253,15.678576,-23.055965,16.129534,-12.316086,12.138615,-12.9920435,12.850333,-17.202261,12.147015,-2.92274,10.620128,-16.8397,13.022098,-51.20528,17.987926,0.0,-80.0,22.658927570503035,7.116988079253666,1766.4613029634581,1046.9040917430575,3377.130681818182,1844.4017808156173,0.14050351375598086,0.11228478201377558,228.52919,0.0021424545,0.046286657,0.32793576,0.32613707,1.6381153,1.5923967,13.934849,1,phishing_6_time_stretch_slow.wav
-316.19214,181.54971,63.46865,56.22654,-24.875015,37.743305,15.812072,30.178444,-4.2335773,18.248672,-6.6217175,18.410166,-13.138456,15.726717,-20.678616,18.895197,-11.367622,12.566866,-11.776159,16.675308,-16.90231,13.147823,-5.021551,10.068634,-16.635094,15.725976,-48.56581,19.883356,0.0,-80.0,21.346889188707987,7.407350824142283,1880.6876033758535,1146.8495397389254,3336.6935483870966,1852.9813865062486,0.16536668346774194,0.1295140245582559,131.4612,0.0016662804,0.0408201,0.36866125,0.31685457,1.9490126,2.3723114,14.256412,1,phishing_20_time_stretch_fast.wav
-342.50925,207.01921,63.518524,54.670803,-19.572544,37.87312,15.501099,32.049835,-6.169624,17.157257,-5.888163,14.803092,-11.097674,17.181494,-17.53356,18.119198,-8.9214115,12.135906,-9.26653,14.356397,-14.246737,11.242008,-4.6678157,9.73509,-14.886583,14.415002,-50.08088,21.539791,0.0,-80.0,20.545149307922973,7.5692639343384736,1797.8397089666862,1080.107813628628,3336.2165178571427,1999.507824030697,0.15214417472718253,0.11367593337090096,223.70372,0.0017361023,0.04166656,0.3666841,0.32588616,1.6199287,1.9998732,13.3868065,1,phishing_21_time_stretch_slow.wav
-308.70312,162.2486,62.492825,46.16569,-16.442562,30.347029,30.181787,37.488712,-3.472107,20.201914,-12.473036,17.656479,-11.443605,15.956003,-25.547937,16.623884,-15.61276,14.308296,-14.150701,11.702627,-19.642511,12.740892,-8.120122,10.26923,-17.193928,12.851224,-50.16597,18.562359,0.0,-80.0,21.860631780573144,7.498191150079744,1748.7619797969624,921.1848469054838,3407.1912650602408,1709.5307824173597,0.1318859422063253,0.08960903242258231,152.43839,0.0017969868,0.04239088,0.33105874,0.31739512,1.8376641,2.1228855,18.100594,1,phishing_7_time_stretch_fast.wav
-334.01822,180.18561,47.90389,56.868668,-8.944162,40.782814,20.85131,32.999886,-3.1819808,23.110523,-5.55832,18.233246,-8.658959,14.512708,-18.904823,21.152014,-12.262188,14.343843,-10.590939,13.649467,-16.067589,14.075643,-6.1924515,11.692344,-14.2010975,14.699936,-55.53768,19.513134,0.0,-80.0,20.43225991969832,8.12985790522642,1969.6374222761194,1390.6082295728254,3573.5372340425533,2290.0663124755074,0.1622568982712766,0.14433692138672585,461.22394,0.003837361,0.061946437,0.34133297,0.33384416,2.5037706,3.300447,23.741812,1,phishing_10_original.wav
-339.14603,188.4738,56.55216,55.72763,-15.408844,35.0971,20.99833,35.724075,-4.3224263,22.565367,-9.52321,16.549345,-4.501734,14.201742,-20.287432,19.474543,-13.397745,14.174951,-9.840635,12.081761,-18.369324,15.265266,-4.8629165,9.030684,-15.074076,13.798763,-55.685677,20.261875,0.0,-80.0,20.767237317038614,7.813371150137547,1694.101926345386,1205.9124274499643,3171.5369591346152,2159.706202641513,0.12660569411057693,0.12154299742474522,471.3751,0.004431508,0.066569574,0.3289941,0.33207497,2.3381243,3.1134477,21.265192,1,phishing_17_original.wav
-356.3229,181.98993,71.63442,55.171616,-24.726149,31.580948,26.64119,34.871502,-4.49016,24.43887,6.2399793,20.406105,-14.251797,15.033439,-10.4442215,14.556952,-23.853888,19.298712,3.006592,10.056154,-22.370523,16.165968,-2.56687,9.227699,-19.167612,15.605408,-55.285408,20.30489,0.0,-80.0,21.38838489188042,7.623280291747106,1644.30554703634,1007.1033115893287,3124.962619617225,1842.2702672502164,0.13492449162679426,0.09987361827017074,212.45395,0.001990145,0.04461104,0.34923762,0.3314522,1.5999365,2.096581,14.351158,1,phishing_12_pitch_down.wav
-316.42297,183.7435,60.96387,57.945797,-17.29611,39.126053,14.119047,30.742893,-5.2250814,19.766277,-8.013403,15.95861,-8.263818,19.377672,-22.796171,19.332613,-10.946375,13.843914,-7.2852373,13.336397,-18.75789,14.4307165,-8.089663,11.204991,-14.922832,15.578884,-54.643623,20.049616,0.0,-80.0,20.836829511708068,7.532966152580685,1721.256879061749,1308.7994426178716,3169.491525423729,2214.5746430791814,0.14405952065677965,0.13266344816918962,271.6728,0.0045350604,0.067342855,0.3382522,0.32993022,2.4659142,3.036958,16.290318,1,phishing_35_original.wav
-339.26077,183.94885,58.1385,48.17492,-19.693125,38.058018,25.245556,29.53829,-0.8433757,17.695133,-9.523008,17.359768,-12.986529,14.867162,-21.658287,17.962526,-10.689199,12.008693,-10.540678,11.856252,-16.062378,11.867774,-5.1587358,10.097924,-14.176111,13.180074,-52.77093,19.76985,0.0,-80.0,21.515748531278522,7.270114976336509,1805.8616627480817,1059.7374314126491,3420.433579335793,1951.961875468672,0.14961405961715868,0.1145479056497838,237.57198,0.0017185349,0.041455217,0.3412839,0.3240558,1.6047671,1.894599,13.909033,1,phishing_11_time_stretch_slow.wav
-351.48102,186.30458,68.09278,60.127876,-23.077524,31.536245,16.957415,23.602896,-15.692595,25.193165,12.348308,18.899117,-12.846741,17.679777,-6.3699474,13.75534,-24.749653,19.081165,2.411689,9.636461,-21.825438,18.352081,-0.5611816,6.922584,-18.346539,14.366107,-54.239895,20.440231,0.0,-80.0,21.084139924121892,8.134716983244074,1851.9478600068078,1129.8343365447065,3435.9224759615386,1919.7456836410424,0.1593651404747596,0.1247220754993442,183.97034,0.0017295484,0.04158784,0.37018317,0.3269837,1.5291213,1.9330583,15.337446,1,phishing_13_pitch_down.wav
-336.02484,188.04716,41.45123,56.032284,-12.564853,35.55323,13.668773,34.556202,-5.1840615,23.641197,-4.8152275,17.535631,-11.086626,14.561081,-17.836826,17.994265,-10.079208,14.030892,-6.5068083,13.711089,-16.314228,13.945499,-5.7779446,9.680706,-11.592303,13.344676,-56.12471,19.79976,0.0,-80.0,20.702884432471198,7.943375003993396,1955.1328604096773,1403.155307065647,3555.6930693069307,2299.429116011313,0.16372167001856436,0.15041409929350816,424.062,0.0041205874,0.0641918,0.32893392,0.3296047,2.4735718,3.2943418,16.020567,1,phishing_32_original.wav
-333.10226,183.97102,47.97833,47.19604,-11.653192,33.105793,23.490915,36.36386,-10.937488,20.184132,-7.475,14.480745,-20.378586,19.000542,-19.785612,17.812159,-10.507255,13.544476,-15.210208,14.172459,-11.314603,11.059768,-10.868621,10.775881,-6.777696,9.511398,-52.863644,19.54778,0.0,-80.0,21.452009212881674,7.1498366723313405,2018.888333345276,1127.5034415472533,3763.13164893617,1882.0587614511032,0.1701462765957447,0.1265787075315871,221.1394,0.0018398692,0.042893697,0.3518674,0.32477862,1.7438936,2.3663418,16.202724,1,phishing_19_pitch_up.wav
